identifier,class,subclass,luminosity_class,full_class,recno,spt,effective_temperature_1,log_surface_gravity_1,metallicity_fe_h_1,visual_magnitude,effective_temperature_2,log_surface_gravity_2,metallicity_fe_h_2,radius,mass,luminosity,distance,lamost,date
19831024_J050636.50+524954.0,A,A7,V,A7V,5932,kA3hA7mA9,,,,,,,,,,,,J050636.50+524954.0,1983-10-24 19:57:00
19830118_J050350.00+524050.6,F,F0,,F0,5841,kA8hF0mF2,7363.0,3.825,0.208,12.157,7384.0,3.7046,0.1994,3.016,1.68,24.36102,844.021,J050350.00+524050.6,1983-01-18 12:36:00
19830118_J050803.32+530706.9,A,A5,V,A5V,5974,kA2hA8mA8,,,,12.743,6106.0,3.5643,,2.933,1.15,10.7703,771.871,J050803.32+530706.9,1983-01-18 13:14:00
19830118_J051256.68+534431.1,A,A2,IV,A2IV,6149,kA1hA2mA4,,,,10.86,8713.0,4.0868,,2.212,2.18,25.4159,646.375,J051256.68+534431.1,1983-01-18 12:28:00
19830118_J051246.84+534409.3,A,A2,IV,A2IV,6145,kA1hA2mA3,,,,10.685,9494.0,4.2456,,1.941,2.42,27.5882,469.205,J051246.84+534409.3,1983-01-18 13:45:00
19861211_J051339.46+540552.2,A,A7,V,A7V,6183,kA7hF0mF0,7517.0,3.918,-0.259,14.818,6526.0,3.3476,,4.062,1.34,26.96851,3638.2,J051339.46+540552.2,1986-12-11 15:30:00
19830118_J051836.32+531236.6,A,A5,V,A5V,6446,kA3hA5mA8,7781.0,3.872,0.136,12.312,7776.0,,0.132,,,,633.551,J051836.32+531236.6,1983-01-18 12:25:00
19860218_J052127.38+532234.1,A,A5,V,A5V,6598,kA1hA8mF0,,,,11.705,7771.0,4.1875,0.417,1.81,1.84,10.76465,601.581,J052127.38+532234.1,1986-02-18 12:44:00
19861211_J052220.00+534011.7,A,A7,V,A7V,6672,kA6hF1mF0,7449.0,4.2,-0.127,14.61,6774.0,3.787,,2.548,1.45,12.31603,2264.6001,J052220.00+534011.7,1986-12-11 15:30:00
19850102_J052101.91+540833.4,A,A5,V,A5V,6571,kA5hA7mA9,8182.0,3.784,0.112,12.778,8128.0,4.363,0.0975,1.534,1.98,9.25559,789.179,J052101.91+540833.4,1985-01-02 13:58:00
19841013_J052630.14+540354.8,F,F0,,F0,6944,kA3hF2mF2,7233.0,4.046,0.165,14.408,7230.0,4.0262,0.164,2.045,1.62,10.29662,1728.01,J052630.14+540354.8,1984-10-13 20:28:00
19861211_J051708.60+540118.3,A,A6,IV,A6IV,6375,kA4hA6mA8,8012.0,3.982,0.011,14.727,7017.0,3.773,,2.677,1.55,15.65663,2740.73,J051708.60+540118.3,1986-12-11 17:08:00
19850102_J052533.12+544733.4,F,F0,,F0,6875,kA9hF1mF3,7307.0,4.103,0.035,12.346,7366.0,4.2565,0.033,1.595,1.675,6.74727,565.617,J052533.12+544733.4,1985-01-02 13:58:00
19830125_J052500.61+550856.3,F,F0,,F0,6852,kA7hF2mF1,7286.0,3.981,-0.181,11.613,7290.0,,-0.172,2.171,,,486.9,J052500.61+550856.3,1983-01-25 12:31:00
19831120_J052758.86+554646.0,F,F0,,F0,7049,kA4hF2mF3,7066.0,4.166,0.074,12.274,7134.0,3.9425,0.0555,2.231,1.59,11.61641,659.366,J052758.86+554646.0,1983-11-20 19:06:00
19830118_J050322.66+530042.4,A,A5,V,A5V,5828,kA2hA9mF0,,,,13.464,6688.0,4.0663,,1.828,1.42,6.02427,952.896,J050322.66+530042.4,1983-01-18 13:14:00
19831024_J050637.39+533015.7,A,A2,IV,A2IV,5933,kA1hA2mA3,,,,11.047,1131.0,4.2803,,2.067,2.97,63.11506,626.589,J050637.39+533015.7,1983-10-24 19:57:00
19830118_J050815.08+533329.4,A,A7,V,A7V,5979,kA4hA7mA8,,,,12.402,7674.0,4.3185,,1.54,1.8,7.40735,594.251,J050815.08+533329.4,1983-01-18 13:52:00
19861211_J050634.68+535631.4,F,F0,,F0,5928,kA8hF2mF2,6700.0,4.097,-0.227,15.022,5835.0,3.6609,,2.507,1.05,6.56409,1828.78,J050634.68+535631.4,1986-12-11 15:30:00
19850102_J050645.60+540326.9,F,F0,,F0,5936,kA7hF0mF2,7139.0,4.172,-0.093,11.969,7139.0,3.8425,-0.095,2.503,1.59,14.66122,707.364,J050645.60+540326.9,1985-01-02 13:58:00
19830118_J050905.42+534213.5,A,A7,V,A7V,6001,kA3hA5mA7,,,,12.715,7097.0,4.2205,,1.61,1.57,5.92161,639.986,J050905.42+534213.5,1983-01-18 12:28:00
19861211_J051115.59+541050.2,A,A7,V,A7V,6074,kA6hF0mF0,7393.0,4.102,-0.33,14.822,6679.0,4.0575,,1.84,1.41,6.07126,1649.88,J051115.59+541050.2,1986-12-11 15:30:00
19850102_J051220.41+543514.1,A,A7,V,A7V,6116,kA6hA8mF0,7580.0,4.097,-0.059,12.068,7581.0,4.1932,-0.058,1.759,1.761,9.21005,576.038,J051220.41+543514.1,1985-01-02 13:58:00
19850102_J051411.84+544531.6,A,A9,V,A9V,6209,kA8hF3mF5,6944.0,4.19,0.345,,,,,,,,,J051411.84+544531.6,1985-01-02 13:58:00
19861211_J051104.50+544314.0,F,F0,,F0,6070,kA5hA7mA9,6694.0,4.199,-0.707,15.43,6202.0,3.9719,,1.866,1.19,4.63973,1422.4399,J051104.50+544314.0,1986-12-11 17:08:00
19850102_J050621.78+544219.4,F,F0,,F0,5919,kA7hF0mF1,7265.0,3.967,0.104,11.782,7267.0,4.0947,0.105,1.901,1.64,9.08594,521.621,J050621.78+544219.4,1985-01-02 13:58:00
19861211_J052055.59+550753.9,A,A7,V,A7V,6561,kA4hA7mA8,,,,14.452,6966.0,4.0,,2.048,1.53,8.90017,1640.62,J052055.59+550753.9,1986-12-11 15:30:00
19850130_J051731.40+561857.3,F,F0,,F0,6391,kA6hA8mF0,7553.0,3.979,0.237,13.181,7549.0,,0.2353,2.315,,,1020.67,J051731.40+561857.3,1985-01-30 13:03:00
19850130_J052419.12+562220.6,A,A1,IV,A1IV,6808,kA1hA2mA3,,,,11.517,7843.0,3.7363,,3.068,1.87,32.08014,810.65,J052419.12+562220.6,1985-01-30 13:03:00
19830125_J052454.67+563102.5,F,F2,,F2,6841,kA9hF4mF4,6071.0,4.118,-0.096,11.793,6115.0,4.1105,-0.0663,1.566,1.153,3.08738,345.243,J052454.67+563102.5,1983-01-25 13:58:00
19831120_J052228.44+563334.0,A,A6,V,A6V,6685,kA2hF2mF3,7160.0,4.465,-0.188,12.599,7141.0,,-0.184,,,,284.287,J052228.44+563334.0,1983-11-20 18:09:00
19841109_J052957.29+542459.9,F,F0,,F0,7182,kA7hF0mF0,7305.0,4.098,-0.095,12.872,7386.0,4.1834,-0.1108,1.738,1.68,8.0967,861.592,J052957.29+542459.9,1984-11-09 19:12:00
19830125_J053240.94+551055.3,A,A2,IV,A2IV,7330,kA1hA2mA3,,,,10.322,8097.0,3.5854,,3.746,1.97,54.34665,716.584,J053240.94+551055.3,1983-01-25 12:38:00
19830125_J052943.09+552252.3,A,A2,IV,A2IV,7165,kA1hA2mA3,,,,11.854,8179.0,4.0419,,2.231,2.0,20.07616,752.654,J052943.09+552252.3,1983-01-25 13:54:00
19830125_J053321.89+561030.4,F,F0,,F0,7374,kA9hF3mF3,6217.0,4.22,-0.442,12.695,6218.0,4.0564,-0.4369,1.7,1.2,3.89082,527.339,J053321.89+561030.4,1983-01-25 13:58:00
19830125_J054426.88+563033.7,A,A5,V,A5V,8013,kA3hA7mA7,,,,11.697,6989.0,4.1297,,1.77,1.54,6.73322,517.818,J054426.88+563033.7,1983-01-25 13:55:00
19881230_J055538.04+572814.5,F,F0,,F0,8746,kA6hA8mF0,6861.0,4.135,-0.447,14.846,6497.0,4.1289,,1.646,1.33,4.35116,1862.35,J055538.04+572814.5,1988-12-30 15:27:00
19830219_J055923.42+580306.7,F,F0,,F0,8996,kA6hF2mF3,7225.0,3.89,0.406,12.025,7471.0,3.4363,0.339,4.156,1.72,48.46458,1688.74,J055923.42+580306.7,1983-02-19 12:30:00
19841110_J054547.42+571531.4,A,A6,IV,A6IV,8078,kA2hA4mA6,,,,13.15,,,,,,,1514.74,J054547.42+571531.4,1984-11-10 19:10:00
19850130_J053104.20+562923.3,F,F0,,F0,7246,kA7hA9mF0,7534.0,3.872,0.087,12.904,7537.0,3.5006,0.088,3.881,1.74,43.79264,1517.5601,J053104.20+562923.3,1985-01-30 13:03:00
19831120_J053536.58+572315.2,A,A1,IV,A1IV,7505,kA1hA2mA3,,,,11.862,7852.0,3.9144,,2.499,1.87,21.38346,853.665,J053536.58+572315.2,1983-11-20 18:09:00
19831120_J053917.05+574440.2,A,A7,V,A7V,7709,kA6hA9mF0,,,,12.463,7506.0,4.1172,-0.071,1.903,1.73,10.35376,811.378,J053917.05+574440.2,1983-11-20 18:09:00
19830125_J053316.60+572505.3,F,F0,,F0,7365,kA2hF0mF1,7314.0,3.807,0.481,12.945,7333.0,4.0704,0.4991,1.967,1.66,10.08517,875.747,J053316.60+572505.3,1983-01-25 12:25:00
19830125_J054226.88+585019.3,A,A6,IV,A6IV,7900,kA2hA4mA7,,,,11.024,7746.0,,0.206,2.293,,,458.652,J054226.88+585019.3,1983-01-25 13:08:00
19830219_J055615.38+584023.5,F,F0,,F0,8781,kA2hA6mA9,7478.0,3.989,0.211,11.482,7497.0,,0.2274,2.174,,,517.298,J055615.38+584023.5,1983-02-19 13:09:00
19831228_J055603.07+590134.8,A,A7,V,A7V,8767,kA5hF0mF0,7208.0,4.06,0.018,,,,,,,,,J055603.07+590134.8,1983-12-28 15:12:00
19831228_J055311.72+590740.9,F,F0,,F0,8580,kA6hF1mF1,7304.0,4.103,-0.23,13.896,7273.0,4.1967,-0.3194,1.691,1.64,7.20927,1512.24,J055311.72+590740.9,1983-12-28 16:20:00
19831228_J055354.89+591535.0,A,A7,V,A7V,8624,kA6hA9mA9,,,,12.368,7384.0,4.314,,1.495,1.68,5.98781,723.558,J055354.89+591535.0,1983-12-28 15:12:00
19831228_J055718.37+594033.2,F,F0,,F0,8836,kA6hF0mF1,7238.0,3.886,0.297,13.501,7240.0,4.0317,0.298,2.038,1.63,10.2812,1588.97,J055718.37+594033.2,1983-12-28 15:12:00
19831228_J055450.15+595553.2,A,A7,V,A7V,8696,kA4hA6mA8,7376.0,4.176,-0.308,13.908,7372.0,4.251,-0.302,1.608,1.68,6.87694,1493.51,J055450.15+595553.2,1983-12-28 16:20:00
19871014_J041745.01+481839.8,A,A7,V,A7V,4304,kA2hA8mA8,,,,14.843,7058.0,3.8068,,2.584,1.56,14.92278,1570.74,J041745.01+481839.8,1987-10-14 18:09:00
19820208_J041643.36+483241.7,A,A1,IV,A1IV,4266,kA1hA2mA3,,,,12.697,7336.0,3.5882,,3.428,1.66,30.65871,1012.37,J041643.36+483241.7,1982-02-08 12:18:00
19860928_J042121.76+485819.6,A,A5,V,A5V,4448,kA3hA6mA7,8118.0,4.063,-0.117,14.74,7508.0,4.0342,,2.094,1.73,12.55141,1347.2,J042121.76+485819.6,1986-09-28 19:39:00
19870214_J041840.58+485546.9,A,A6,IV,A6IV,4341,kA5hA7mA8,7894.0,4.078,0.056,13.47,7778.0,4.2575,0.039,1.67,1.84,9.19575,848.833,J041840.58+485546.9,1987-02-14 11:22:00
19841109_J041856.03+485624.7,A,A5,V,A5V,4353,kA1hA6mA8,8012.0,3.879,0.226,13.235,8038.0,4.3146,0.237,1.61,1.95,9.74357,860.959,J041856.03+485624.7,1984-11-09 18:19:00
19870214_J041943.72+490258.6,F,F0,,F0,4381,kA8hF3mF3,6944.0,4.128,-0.152,13.967,6615.0,3.9102,,2.157,1.38,8.02645,936.758,J041943.72+490258.6,1987-02-14 11:22:00
19870920_J042109.47+490959.8,F,F0,,F0,4437,kA7hA8mF1,7682.0,3.906,-0.124,,,,,,,,,J042109.47+490959.8,1987-09-20 20:05:00
19870920_J042033.75+491246.1,F,F0,,F0,4408,kA6hA5mA9,7224.0,4.119,-0.131,,,,,,,,,J042033.75+491246.1,1987-09-20 20:05:00
19861210_J041606.24+483833.1,F,F0,,F0,4238,kA5hA5mA9,7299.0,4.145,-0.148,14.39,6443.0,4.0476,,1.787,1.3,4.95963,1050.13,J041606.24+483833.1,1986-12-10 14:21:00
19841109_J041614.99+484154.8,F,F0,,F0,4244,kA7hF0mF0,7204.0,4.117,-0.085,12.577,7232.0,4.1147,-0.1005,1.849,1.624,8.42485,663.585,J041614.99+484154.8,1984-11-09 18:19:00
19870920_J042315.65+492620.2,A,A6,IV,A6IV,4505,kA3hA6mA8,8022.0,3.935,0.08,,,,,,,,,J042315.65+492620.2,1987-09-20 20:05:00
19870214_J042040.52+494433.1,F,F0,,F0,4416,kA5hA7mA9,7774.0,3.798,0.196,12.989,7802.0,,0.218,3.085,,,,J042040.52+494433.1,1987-02-14 11:22:00
19870214_J042320.58+501329.5,A,A1,V,A1V,4509,kA1hA2mA4,,,,14.199,9462.0,,,10.366,,,5690.1602,J042320.58+501329.5,1987-02-14 11:22:00
19851030_J042404.46+501616.8,A,A7,V,A7V,4531,kA5hA7mA8,7632.0,3.98,-0.036,13.281,7634.0,4.4037,-0.039,1.388,1.78,5.89388,738.075,J042404.46+501616.8,1985-10-30 18:01:00
19851030_J041910.90+494328.9,F,F0,,F0,4363,kA7hF0mF0,7340.0,4.068,-0.083,13.304,7343.0,4.3686,-0.086,1.4,1.67,5.13316,695.433,J041910.90+494328.9,1985-10-30 18:01:00
19870214_J041607.81+493820.0,A,A6,IV,A6IV,4239,kA4hA7mA8,7862.0,3.939,0.15,13.674,7211.0,3.9635,,2.198,1.62,11.77069,1173.89,J041607.81+493820.0,1987-02-14 11:22:00
19851030_J041734.33+500800.6,F,F0,,F0,4295,kA7hF0mF0,7214.0,4.093,0.045,13.125,7215.0,,0.0463,,,,680.684,J041734.33+500800.6,1985-10-30 18:01:00
19851030_J042050.03+500935.0,F,F0,,F0,4423,kA6hF0mF2,7357.0,4.023,0.201,12.977,7362.0,4.2945,0.201,1.525,1.67,6.1498,716.401,J042050.03+500935.0,1985-10-30 18:01:00
19870214_J042048.32+501531.2,A,A7,V,A7V,4422,kA7hA8mF1,,,,13.092,7064.0,3.8816,,2.37,1.56,12.60448,1127.87,J042048.32+501531.2,1987-02-14 11:22:00
19870214_J042110.95+502212.1,A,A7,V,A7V,4440,kA6hA8mF3,7692.0,3.932,-0.227,12.643,7419.0,3.7459,,2.893,1.7,22.83805,1152.4,J042110.95+502212.1,1987-02-14 11:22:00
19870214_J042746.19+502345.2,A,A1,IV,A1IV,4647,kA1hA2mA3,,,,13.365,7713.0,3.4973,,3.974,1.81,50.35095,1545.87,J042746.19+502345.2,1987-02-14 11:22:00
19870214_J043047.23+502313.1,A,A1,IV,A1IV,4748,kA1hA2mA3,,,,12.994,8123.0,4.2408,,1.766,1.98,12.23236,863.794,J043047.23+502313.1,1987-02-14 11:22:00
19870214_J043505.45+510253.9,A,A1,IV,A1IV,4877,kA1hA3mA3,,,,13.552,6932.0,3.4516,,3.826,1.51,30.44601,1191.73,J043505.45+510253.9,1987-02-14 11:22:00
19850925_J043457.89+511911.3,F,F0,,F0,4872,kA7hF1mF0,7296.0,4.112,-0.212,13.154,7302.0,3.9286,-0.2094,2.309,1.65,13.65751,746.794,J043457.89+511911.3,1985-09-25 20:04:00
19870214_J043148.95+510651.7,A,A5,V,A5V,4767,kA5hA7mA9,7904.0,3.808,0.117,13.365,7168.0,3.6535,,3.122,1.6,23.17493,975.726,J043148.95+510651.7,1987-02-14 11:22:00
19870214_J042533.84+503502.5,A,A5,V,A5V,4589,kA3hA6mA8,7738.0,3.954,-0.017,13.777,7013.0,3.7513,,2.736,1.54,16.31385,1119.85,J042533.84+503502.5,1987-02-14 11:22:00
19870214_J042708.05+510545.3,F,F0,,F0,4628,kA2hA9mF1,7570.0,3.914,0.455,14.207,7543.0,4.3294,0.477,1.499,1.75,6.5546,786.132,J042708.05+510545.3,1987-02-14 11:22:00
19851030_J042708.90+514001.6,A,A1,IV,A1IV,4629,kA1hA2mA4,,,,12.41,9124.0,,,2.305,,,903.754,J042708.90+514001.6,1985-10-30 18:01:00
19851030_J042719.44+514615.9,F,F0,,F0,4637,kA7hF0mF0,7408.0,3.985,-0.04,12.358,7448.0,4.195,-0.0279,1.73,1.71,8.29623,597.428,J042719.44+514615.9,1985-10-30 18:01:00
19850925_J043006.55+513907.3,A,A7,V,A7V,4726,kA7hF0mF0,7417.0,4.093,-0.003,11.547,7410.0,4.2855,-0.0117,1.55,1.69,6.52183,495.735,J043006.55+513907.3,1985-09-25 20:04:00
19850925_J043259.35+515457.2,F,F0,,F0,4807,kA4hF5mF4,6366.0,4.074,-0.444,14.874,6369.0,4.1378,-0.4363,1.592,1.27,3.75771,822.732,J043259.35+515457.2,1985-09-25 20:04:00
19870214_J043159.80+521808.0,F,F0,,F0,4774,kA1hF2mF2,6922.0,4.237,0.057,12.749,6270.0,,,19.387,,,2873.8401,J043159.80+521808.0,1987-02-14 11:22:00
19870214_J043153.29+523128.3,F,F0,,F0,4770,kA6hA8mF1,7494.0,3.89,0.223,,,,,,,,,J043153.29+523128.3,1987-02-14 11:22:00
19851030_J041349.35+500331.7,A,A2,V,A2V,4159,kA0hA9mF9,,,,13.223,8449.0,3.3645,,4.987,2.1,114.19966,2345.1101,J041349.35+500331.7,1985-10-30 18:01:00
19870214_J041645.80+503052.4,F,F0,,F0,4269,kA7hA8mF1,7078.0,4.182,-0.164,12.758,6516.0,3.8002,,2.413,1.34,9.45443,803.523,J041645.80+503052.4,1987-02-14 11:22:00
19851030_J041218.26+502523.5,F,F0,,F0,4106,kA3hA7mA9,7509.0,3.935,0.198,12.143,6717.0,4.1641,,1.639,1.429,4.92451,587.602,J041218.26+502523.5,1985-10-30 18:01:00
19851030_J041527.65+504041.9,F,F0,,F0,4221,kA5hA7mA9,7732.0,3.828,0.314,12.154,7736.0,3.855,0.316,2.64,1.82,22.49023,770.022,J041527.65+504041.9,1985-10-30 18:01:00
19870214_J041512.75+504935.3,F,F0,,F0,4210,kA4hF0mF6,6190.0,3.894,0.17,14.277,5597.0,,,10.123,,,2754.1699,J041512.75+504935.3,1987-02-14 11:22:00
19820208_J041559.87+504456.0,A,A7,IV,A7IV,4234,kA8hF1mF3,7189.0,4.24,-0.011,,,,,,,,,J041559.87+504456.0,1982-02-08 12:57:00
19861229_J041526.83+510134.2,A,A7,V,A7V,4220,kA2hA5mA8,,,,,,,,,,,,J041526.83+510134.2,1986-12-29 13:05:00
19870214_J041811.01+503158.6,F,F0,,F0,4319,kA6hA9mF2,7416.0,3.858,0.28,12.717,7234.0,3.7008,0.28,2.984,1.63,21.96497,1192.1,J041811.01+503158.6,1987-02-14 11:22:00
19831025_J042114.19+510324.9,A,A6,IV,A6IV,4443,kA3hA5mA7,8017.0,3.938,-0.159,12.696,8045.0,4.0933,-0.154,2.077,1.95,16.28106,992.211,J042114.19+510324.9,1983-10-25 19:21:00
19870214_J041838.76+511248.0,A,A5,V,A5V,4340,kA3hA4mA6,,,,12.948,7739.0,4.1461,,1.888,1.82,11.52144,967.486,J041838.76+511248.0,1987-02-14 11:22:00
19820208_J041653.13+511809.7,F,F0,,F0,4271,kA6hA9mF2,7432.0,4.14,0.019,13.548,7330.0,4.1182,0.0033,1.862,1.66,9.0152,1130.5699,J041653.13+511809.7,1982-02-08 12:22:00
19870214_J041103.32+504005.1,F,F0,,F0,4058,kA7hF3mF6,6394.0,4.081,0.161,12.117,6189.0,,,12.193,,,1613.9399,J041103.32+504005.1,1987-02-14 11:22:00
19851030_J041453.42+511436.1,A,A1,IV,A1IV,4195,kA1hA2mA4,,,,12.719,8014.0,4.2056,,1.82,1.94,12.31225,1007.88,J041453.42+511436.1,1985-10-30 18:01:00
19870214_J041422.78+511505.3,A,A1,IV,A1IV,4177,kA1hA4mA5,,,,12.266,7921.0,3.9894,,2.311,1.9,18.93351,971.021,J041422.78+511505.3,1987-02-14 11:22:00
19831025_J041430.40+512810.8,A,A1,IV,A1IV,4182,kA1hA2mA3,,,,12.164,9251.0,4.1623,,2.106,2.35,29.26327,964.98,J041430.40+512810.8,1983-10-25 17:31:00
19870214_J041128.11+511754.3,A,A5,V,A5V,4074,kA2hA6mA9,,,,14.109,7798.0,4.1458,,1.904,1.85,12.07971,1460.66,J041128.11+511754.3,1987-02-14 11:22:00
19870214_J040945.23+510446.7,A,A5,V,A5V,4016,kA2hA6mA9,,,,12.482,8239.0,3.7594,,3.105,2.02,40.01559,1203.2,J040945.23+510446.7,1987-02-14 11:22:00
19870214_J041030.96+511206.1,F,F0,,F0,4043,kA6hA9mF0,7323.0,4.047,-0.168,14.22,7304.0,4.1056,-0.091,1.883,1.65,9.09587,1249.12,J041030.96+511206.1,1987-02-14 11:22:00
19820208_J041052.99+512834.9,A,A1,IV,A1IV,4053,kA1hA2mA4,,,,11.79,8704.0,,,2.229,,,458.166,J041052.99+512834.9,1982-02-08 12:20:00
19831025_J041739.57+514105.3,A,A1,V,A1V,4300,kA1hA2mA3,,,,12.289,8177.0,3.4897,,4.214,2.0,71.51938,1308.22,J041739.57+514105.3,1983-10-25 17:31:00
19851030_J041914.95+521139.7,A,A1,IV,A1IV,4368,kA1hA2mA3,,,,13.022,7908.0,4.2176,,1.772,1.89,11.06273,951.683,J041914.95+521139.7,1985-10-30 18:01:00
19870214_J041844.84+521237.3,A,A1,IV,A1IV,4343,kA1hA2mA3,,,,14.06,7857.0,,,5.219,,,3156.3501,J041844.84+521237.3,1987-02-14 11:22:00
19870214_J042317.22+514149.3,F,F0,,F0,4507,kA7hF1mF1,7227.0,3.986,-0.034,14.012,7245.0,3.88,0.049,2.427,1.63,14.62138,1019.15,J042317.22+514149.3,1987-02-14 11:22:00
19870214_J042558.07+515440.0,F,F0,,F0,4598,kA5hA9mA9,7383.0,4.014,0.035,12.105,7421.0,4.3523,0.074,1.438,1.697,5.64782,461.263,J042558.07+515440.0,1987-02-14 11:22:00
19831025_J042500.46+521841.1,A,A1,IV,A1IV,4570,kA1hA2mA4,,,,13.099,7444.0,4.0399,,2.068,1.71,11.83168,896.027,J042500.46+521841.1,1983-10-25 18:26:00
19870214_J042942.90+522413.2,A,A1,IV,A1IV,4704,kA1hA7mA5,,,,14.052,7339.0,,,5.619,,,2917.1201,J042942.90+522413.2,1987-02-14 11:22:00
19850925_J043003.04+522547.9,F,F0,,F0,4723,kA6hA9mF0,7514.0,3.977,0.109,13.804,7506.0,4.492,0.1001,1.236,1.73,4.36867,830.324,J043003.04+522547.9,1985-09-25 20:04:00
19850925_J042838.09+523318.3,A,A7,V,A7V,4674,kA5hA7mA8,7278.0,4.157,-0.215,12.91,7301.0,4.1801,-0.2203,1.729,1.65,7.64873,775.112,J042838.09+523318.3,1985-09-25 20:04:00
19870214_J042744.56+522850.8,A,A7,V,A7V,4645,kA6hA8mA9,,,,13.373,6575.0,3.9381,,2.081,1.37,7.29422,763.003,J042744.56+522850.8,1987-02-14 11:22:00
19851030_J042316.90+522646.8,A,A5,V,A5V,4506,kA2hA6mA5,8463.0,3.566,0.012,13.227,8468.0,3.8779,0.019,2.762,2.1,35.33683,1272.54,J042316.90+522646.8,1985-10-30 18:01:00
19831025_J042027.60+523949.8,F,F0,,F0,4404,kA5hA9mF1,7431.0,3.905,0.191,13.467,7432.0,3.9499,0.191,2.287,1.7,14.37829,1124.16,J042027.60+523949.8,1983-10-25 19:21:00
19850925_J042950.36+531756.5,F,F0,,F0,4711,kA5hF6mF5,6400.0,3.53,-0.02,14.192,6385.0,,-0.0226,29.78,,,6782.3501,J042950.36+531756.5,1985-09-25 20:04:00
19831025_J043000.62+535223.6,A,A2,V,A2V,4721,kA0hA2mA3,,,,15.466,4979.0,,,10.4,,,4117.1201,J043000.62+535223.6,1983-10-25 17:31:00
19850925_J044432.66+523720.8,F,F0,,F0,5158,kA7hA8mF0,7573.0,3.967,0.04,11.466,7575.0,4.3833,0.041,1.412,1.758,5.91532,434.159,J044432.66+523720.8,1985-09-25 20:04:00
19820113_J043709.85+523624.2,F,F0,,F0,4926,kA7hF1mF1,7232.0,3.873,0.279,10.964,7248.0,4.1148,0.3037,1.852,1.63,8.53074,391.743,J043709.85+523624.2,1982-01-13 14:01:00
19831025_J043929.21+525432.2,F,F0,,F0,4995,kA6hA8mF0,7341.0,3.812,0.169,10.753,7355.0,3.7142,0.176,2.974,1.671,23.32351,548.487,J043929.21+525432.2,1983-10-25 19:25:00
19831025_J043514.18+525559.9,F,F0,,F0,4882,kA2hF5mF5,6559.0,4.174,-0.111,12.616,6557.0,4.233,-0.1109,1.477,1.36,3.6306,415.634,J043514.18+525559.9,1983-10-25 18:29:00
19831025_J043953.10+531331.2,A,A1,V,A1V,5017,kA0hA2mA4,,,,13.817,7709.0,3.4473,,4.209,1.81,56.37786,2170.5901,J043953.10+531331.2,1983-10-25 17:35:00
19850925_J044107.07+530324.7,A,A1,V,A1V,5065,kA0hA1mA2,,,,13.83,8852.0,3.9219,,2.706,2.23,40.49253,1193.03,J044107.07+530324.7,1985-09-25 20:04:00
19820113_J044456.24+533229.5,F,F0,,F0,5174,kA6hF0mA9,7264.0,4.045,-0.058,12.044,7283.0,4.2022,-0.056,1.68,1.64,7.15419,562.561,J044456.24+533229.5,1982-01-13 13:57:00
19851029_J044415.57+533141.1,A,A2,V,A2V,5146,kA2hA4mA7,,,,10.741,7258.0,,,5.683,,,904.356,J044415.57+533141.1,1985-10-29 18:03:00
19820113_J044459.27+534216.2,F,F0,,F0,5177,kA7hF2mF6,6739.0,4.227,0.158,11.468,6748.0,,0.1716,1.473,,,,J044459.27+534216.2,1982-01-13 15:09:00
19850925_J044216.58+533035.0,F,F0,,F0,5089,kA6hA9mA9,7402.0,4.02,-0.084,13.522,7400.0,4.3868,-0.0804,1.379,1.689,5.13505,733.753,J044216.58+533035.0,1985-09-25 20:04:00
19820113_J044754.66+531308.7,F,F0,,F0,5265,kA7hF0mF0,7400.0,3.994,-0.125,13.449,7398.0,3.7519,-0.0985,2.864,1.69,22.14222,1236.5699,J044754.66+531308.7,1982-01-13 13:58:00
19850925_J045011.39+532401.6,A,A7,V,A7V,5340,kA1hA9mF0,,,,10.864,7424.0,4.2477,0.3531,1.622,1.698,7.20434,420.067,J045011.39+532401.6,1985-09-25 20:04:00
19840212_J045328.67+533620.3,A,A2,V,A2V,5466,kA0hA1mA2,,,,13.248,7598.0,,,5.718,,,2834.6101,J045328.67+533620.3,1984-02-12 11:38:00
19820113_J045506.37+541407.5,F,F0,,F0,5537,kA9hF6mF5,6442.0,4.255,0.117,12.15,6371.0,,0.1154,1.558,,,,J045506.37+541407.5,1982-01-13 13:58:00
19861211_J045337.53+541504.6,A,A2,IV,A2IV,5472,kA1hA4mA5,,,,15.089,7324.0,3.5381,,3.631,1.66,34.18018,3670.8701,J045337.53+541504.6,1986-12-11 15:30:00
19861211_J045318.48+542240.4,A,A3,V,A3V,5453,kA2hA5mA7,,,,,,,,,,,,J045318.48+542240.4,1986-12-11 15:30:00
19861211_J045840.49+544307.9,F,F0,,F0,5660,kA3hA7mF1,7278.0,3.952,-0.085,14.818,6475.0,3.7707,,2.477,1.32,9.71785,1949.6899,J045840.49+544307.9,1986-12-11 15:30:00
19851029_J044831.27+540607.9,A,A5,V,A5V,5283,kA3hA7mA7,8001.0,4.031,0.073,12.733,8000.0,4.2166,0.074,1.793,1.93,11.85887,738.908,J044831.27+540607.9,1985-10-29 18:03:00
19850925_J045116.87+541348.6,F,F0,,F0,5382,kA2hF0mF1,7329.0,3.993,0.12,13.497,7327.0,4.3015,0.1201,1.508,1.66,5.9028,768.072,J045116.87+541348.6,1985-09-25 20:04:00
