identifier,class,subclass,luminosity_class,full_class,recno,spt,effective_temperature_1,log_surface_gravity_1,metallicity_fe_h_1,visual_magnitude,effective_temperature_2,log_surface_gravity_2,metallicity_fe_h_2,radius,mass,luminosity,distance,lamost,date
19851014_J060658.27+213222.6,A,A1,V,A1V,9640,kA1hA2mA3,,,,15.205,7133.0,3.4098,,4.119,1.59,39.57851,2632.8401,J060658.27+213222.6,1985-10-14 20:38:00
19831030_J060406.30+212013.7,F,F0,,F0,9361,kA4hF0mF1,,,,14.667,7280.0,4.242,,1.605,1.64,6.51779,1272.29,J060406.30+212013.7,1983-10-30 18:49:00
19840106_J060503.10+211804.8,F,F0,,F0,9439,kA7hF2mF0,7193.0,4.089,-0.261,14.606,7201.0,4.1593,-0.2437,1.749,1.61,7.40861,1521.0,J060503.10+211804.8,1984-01-06 14:11:00
19851014_J060433.02+211833.3,A,A1,IV,A1IV,9401,kA1hA2mA4,,,,15.226,7903.0,4.1468,,1.923,1.89,12.99035,2080.29,J060433.02+211833.3,1985-10-14 20:38:00
19831018_J060446.10+212207.1,F,F0,,F0,9411,kA2hA6mA9,7416.0,3.915,0.269,13.414,7415.0,4.1147,0.269,1.886,1.69,9.69116,1206.27,J060446.10+212207.1,1983-10-18 19:43:00
19871119_J060512.61+212746.5,F,F0,,F0,9456,kA7hF0mF1,7452.0,3.965,0.133,14.435,7566.0,4.2453,,1.652,1.75,8.05406,1459.3,J060512.61+212746.5,1987-11-19 17:40:00
19871222_J060403.73+213158.3,A,A5,V,A5V,9357,kA3hA5mA7,7347.0,4.272,-0.717,14.543,7091.0,3.8143,,2.569,1.57,15.03803,1515.41,J060403.73+213158.3,1987-12-22 15:48:00
19880215_J060424.67+213613.7,F,F0,,F0,9390,kA3hF4mF6,6726.0,4.143,0.391,14.862,6660.0,,0.331,5.136,,,2548.1001,J060424.67+213613.7,1988-02-15 13:43:00
19871119_J060527.71+212620.9,A,A7,V,A7V,9475,kA5hA8mA9,7590.0,3.946,0.189,12.912,7552.0,4.0806,0.11,1.996,1.75,11.6789,1139.77,J060527.71+212620.9,1987-11-19 17:40:00
19870316_J060559.55+213700.8,A,A1,IV,A1IV,9526,kA1hA2mA4,,,,11.689,7811.0,3.8787,,2.59,1.85,22.49439,1162.9,J060559.55+213700.8,1987-03-16 11:49:00
19861203_J060542.80+214907.1,A,A5,V,A5V,9503,kA7hA8mF0,7691.0,3.858,0.048,13.6,7506.0,3.5581,,3.622,1.73,37.52377,2139.0,J060542.80+214907.1,1986-12-03 17:59:00
19871222_J060815.81+213600.1,A,A7,V,A7V,9764,kA3hA5mA7,,,,14.198,6752.0,4.012,,1.96,1.44,7.1915,1421.64,J060815.81+213600.1,1987-12-22 15:48:00
19861203_J060910.76+214528.0,A,A1,IV,A1IV,9872,kA1hA2mA3,,,,13.993,9285.0,3.9723,,2.626,2.36,46.18575,2177.55,J060910.76+214528.0,1986-12-03 17:59:00
19861206_J061038.24+215556.7,F,F0,,F0,10016,kA6hF0mF1,7245.0,4.024,-0.079,15.113,5936.0,3.768,,2.248,1.08,5.65133,1911.23,J061038.24+215556.7,1986-12-06 17:39:00
19880215_J061056.94+220451.4,F,F0,,F0,10053,kA6hF0mF0,7301.0,4.18,-0.171,15.166,7192.0,,-0.17,,,,,J061056.94+220451.4,1988-02-15 13:43:00
19861202_J061038.40+220652.7,A,A7,IV,A7IV,10018,kA7hF1mF2,7219.0,4.207,0.017,12.658,7421.0,3.8885,,2.455,1.7,16.46578,1146.45,J061038.40+220652.7,1986-12-02 17:51:00
19861218_J060916.52+220035.9,F,F0,,F0,9887,kA7hF1mF1,7135.0,4.081,-0.083,14.774,8016.0,3.8626,,2.702,1.94,27.15384,2228.26,J060916.52+220035.9,1986-12-18 16:58:00
19870317_J060700.76+215729.8,A,A2,IV,A2IV,9643,kA1hA2mA3,,,,13.525,9233.0,4.2105,,1.988,2.34,25.87394,1843.99,J060700.76+215729.8,1987-03-17 11:22:00
19900123_J060807.60+220142.3,F,F0,,F0,9745,kA5hA9mA9,7498.0,4.062,0.098,15.254,6983.0,4.2243,,1.582,1.53,5.36179,1810.15,J060807.60+220142.3,1990-01-23 13:54:00
19831018_J060707.25+221210.7,F,F0,,F0,9652,kA6hF0mA9,7425.0,3.998,-0.019,11.701,7428.0,4.2951,-0.018,1.537,1.7,6.48254,577.394,J060707.25+221210.7,1983-10-18 19:43:00
19870311_J060852.98+221350.1,A,A1,V,A1V,9838,kA0hA1mA3,,,,12.883,,,,,,,2051.6001,J060852.98+221350.1,1987-03-11 11:40:00
19861127_J060831.27+221451.8,A,A5,V,A5V,9798,kA1hA2mA3,,,,14.688,8161.0,3.4326,,4.489,1.99,80.53351,2779.8601,J060831.27+221451.8,1986-11-27 17:56:00
19861129_J060855.38+222136.2,F,F0,,F0,9845,kA7hF0mF0,7349.0,3.99,-0.118,14.374,8459.0,3.8795,,2.757,2.1,35.05313,1960.39,J060855.38+222136.2,1986-11-29 18:10:00
19900123_J060751.06+221757.1,A,A2,IV,A2IV,9722,kA1hA2mA3,,,,15.829,7774.0,4.2014,,1.781,1.84,10.4412,3264.75,J060751.06+221757.1,1990-01-23 13:54:00
19831113_J060817.20+222043.7,A,A1,IV,A1IV,9770,kA1hA2mA3,,,,15.344,7603.0,3.7885,,2.81,1.77,23.77878,3230.53,J060817.20+222043.7,1983-11-13 18:06:00
19861124_J060831.98+223827.2,A,A7,V,A7V,9799,kA8hA7mF2,7595.0,3.911,-0.082,13.649,7578.0,4.3882,-0.037,1.405,1.76,5.86589,1090.53,J060831.98+223827.2,1986-11-24 18:47:00
19881203_J060301.81+213356.6,F,F0,,F0,9263,kA4hA7mF0,7386.0,3.946,0.244,12.711,8310.0,4.1118,,2.085,2.05,18.66931,1133.24,J060301.81+213356.6,1988-12-03 16:42:00
19860103_J060304.16+215508.5,A,A1,IV,A1IV,9265,kA1hA2mA3,,,,13.652,8592.0,3.5041,,4.287,2.14,90.25034,2851.98,J060304.16+215508.5,1986-01-03 14:47:00
19831018_J060235.24+215636.6,A,A7,IV,A7IV,9234,kA6hF2mF3,7055.0,4.205,-0.073,12.617,7059.0,4.2285,-0.079,1.59,1.56,5.65384,780.924,J060235.24+215636.6,1983-10-18 19:43:00
19860103_J060232.50+215740.6,A,A1,IV,A1IV,9229,kA1hA3mA5,,,,13.724,8795.0,4.3478,,1.649,2.21,14.66403,1283.12,J060232.50+215740.6,1986-01-03 14:47:00
19831030_J060353.68+214646.8,A,A1,IV,A1IV,9343,kA1hA2mA3,,,,14.95,7950.0,4.1826,,1.855,1.91,12.37801,2108.8,J060353.68+214646.8,1983-10-30 18:49:00
19891031_J060350.93+215102.3,A,A9,V,A9V,9339,kA1hF5mF5,,,,14.967,5642.0,3.9273,,1.801,1.0,2.95948,1202.0601,J060350.93+215102.3,1989-10-31 18:29:00
19870227_J060334.00+215119.6,F,F0,,F0,9306,kA3hA5mA8,6933.0,4.219,-0.627,14.766,7059.0,3.2355,-0.584,4.987,1.56,55.65026,3348.02,J060334.00+215119.6,1987-02-27 12:17:00
19850107_J060340.35+215300.3,A,A5,V,A5V,9318,kA1hA5mF0,,,,14.557,6979.0,4.1292,,1.765,1.53,6.65911,1562.88,J060340.35+215300.3,1985-01-07 14:39:00
19900123_J060525.54+220126.9,F,F0,,F0,9470,kA3hA8mA9,7655.0,3.811,0.235,14.363,7296.0,3.8679,0.244,2.476,1.65,15.65855,1953.36,J060525.54+220126.9,1990-01-23 13:54:00
19870227_J060418.36+220524.2,A,A5,V,A5V,9381,kA3hA6mA7,,,,14.172,7057.0,4.0207,,2.02,1.56,9.11359,1357.9301,J060418.36+220524.2,1987-02-27 12:17:00
19840111_J060039.04+215607.1,A,A5,V,A5V,9069,kA2hA7mA8,,,,14.686,,,,,,,1344.23,J060039.04+215607.1,1984-01-11 14:26:00
19840111_J060147.32+221517.5,A,A5,V,A5V,9156,kA6hA7mF0,7802.0,3.938,0.061,14.49,7803.0,3.89,0.059,2.556,1.85,21.82404,1849.58,J060147.32+221517.5,1984-01-11 14:26:00
19870215_J060218.19+221109.3,F,F0,,F0,9204,kA9hF4mF5,6384.0,3.989,0.157,13.401,6154.0,,,,,,1194.48,J060218.19+221109.3,1987-02-15 12:59:00
19880215_J060342.80+222204.8,A,A1,IV,A1IV,9324,kA1hA2mA3,,,,14.303,7944.0,4.1292,,1.972,1.91,13.95466,1622.41,J060342.80+222204.8,1988-02-15 13:43:00
19870214_J060143.05+222355.0,A,A1,IV,A1IV,9147,kA1hA2mA4,,,,14.692,7405.0,3.908,,2.393,1.69,15.51345,1598.48,J060143.05+222355.0,1987-02-14 12:23:00
19881203_J060214.67+223057.8,F,F0,,F0,9198,kA4hA8mA9,7514.0,3.893,0.298,12.717,7540.0,4.3155,0.319,1.519,1.74,6.71866,857.872,J060214.67+223057.8,1988-12-03 16:42:00
19881203_J060249.19+223323.5,A,A1,IV,A1IV,9249,kA1hA2mA3,,,,12.192,9041.0,4.2817,,1.808,2.28,19.67372,964.736,J060249.19+223323.5,1988-12-03 16:42:00
19861203_J060546.55+220351.3,A,A5,V,A5V,9507,kA3hA5mA7,8057.0,3.906,0.055,13.768,8018.0,,-0.076,,,,1416.8101,J060546.55+220351.3,1986-12-03 17:59:00
19831018_J060618.27+222401.2,F,F0,,F0,9560,kA5hF0mA8,7107.0,4.037,-0.133,13.582,7130.0,4.263,-0.134,1.542,1.59,5.53898,1048.58,J060618.27+222401.2,1983-10-18 19:43:00
19861202_J060508.66+222708.4,F,F0,,F0,9447,kA2hF3mF6,6137.0,3.643,0.037,14.689,6207.0,,0.06,13.402,,,5243.1099,J060508.66+222708.4,1986-12-02 17:51:00
19840106_J060724.32+223025.5,F,F0,,F0,9670,kA7hF0mF0,7442.0,4.0,0.035,14.226,7443.0,3.9984,0.035,2.169,1.71,13.01201,1434.01,J060724.32+223025.5,1984-01-06 14:11:00
19861127_J060633.13+223149.3,A,A5,V,A5V,9590,kA1hA2mA3,,,,13.932,8057.0,4.1413,,1.965,1.95,14.66107,1686.17,J060633.13+223149.3,1986-11-27 17:56:00
19861202_J060727.70+223622.1,A,A6,IV,A6IV,9676,kA3hA5mA7,8329.0,4.631,-0.101,12.839,7612.0,4.4679,,1.285,1.77,4.99787,764.184,J060727.70+223622.1,1986-12-02 17:51:00
19861127_J060738.06+223847.1,A,A5,V,A5V,9699,kA1hA2mA4,,,,13.546,6932.0,3.5178,,3.545,1.51,26.14374,1793.54,J060738.06+223847.1,1986-11-27 17:56:00
19831113_J060639.91+223553.2,A,A5,V,A5V,9607,kA4hA7mA8,7828.0,4.052,0.039,14.865,7831.0,4.4269,0.04,1.381,1.86,6.46462,1608.1801,J060639.91+223553.2,1983-11-13 18:06:00
19900123_J060652.81+223808.9,A,A5,V,A5V,9632,kA3hA7mA7,8066.0,3.892,0.11,16.029,6941.0,3.7984,,2.575,1.52,13.86264,3261.28,J060652.81+223808.9,1990-01-23 13:54:00
19831018_J060619.94+224215.1,A,A6,IV,A6IV,9562,kA3hA7mA8,,,,10.365,8760.0,4.3322,,1.675,2.199,14.88614,474.294,J060619.94+224215.1,1983-10-18 19:43:00
19831018_J060634.81+224850.9,F,F0,,F0,9594,kA2hA5mF0,7404.0,3.959,0.342,12.454,7400.0,4.2612,0.341,1.594,1.69,6.86212,779.444,J060634.81+224850.9,1983-10-18 20:46:00
19861203_J060439.04+223356.6,A,A2,V,A2V,9407,kA0hA1mA2,,,,15.115,6482.0,4.1023,,1.691,1.32,4.5488,1433.39,J060439.04+223356.6,1986-12-03 17:59:00
19900123_J060452.32+223804.2,A,A1,IV,A1IV,9424,kA1hA2mA3,,,,15.423,8067.0,3.863,,2.714,1.96,28.11101,3346.53,J060452.32+223804.2,1990-01-23 13:54:00
19881203_J060447.20+224635.2,F,F0,,F0,9414,kA1hF0mF2,7457.0,4.026,0.366,13.49,6799.0,3.7577,,2.645,1.46,13.46455,1306.33,J060447.20+224635.2,1988-12-03 16:42:00
19861124_J060358.40+224022.2,A,A2,V,A2V,9350,kA1hA2mA3,,,,15.2,7595.0,,,5.439,,,4290.8901,J060358.40+224022.2,1986-11-24 18:47:00
19840106_J060349.09+224508.7,A,A5,V,A5V,9335,kA2hA5mA7,8282.0,3.929,-0.107,14.901,8348.0,3.8826,-0.0728,2.721,2.06,32.38254,2367.45,J060349.09+224508.7,1984-01-06 14:11:00
19830130_J060348.66+224653.4,A,A2,V,A2V,9333,kA0hF2mF3,,,,,,,,,,,,J060348.66+224653.4,1983-01-30 13:07:00
19870215_J060358.28+225512.3,A,A1,IV,A1IV,9349,kA1hA2mA3,,,,13.924,7909.0,4.1215,,1.979,1.89,13.81166,1340.51,J060358.28+225512.3,1987-02-15 12:59:00
19831018_J060539.40+225024.2,A,A1,IV,A1IV,9497,kA1hA3mA5,,,,13.796,8410.0,3.9186,-0.079,2.623,2.08,31.00877,1877.7,J060539.40+225024.2,1983-10-18 20:46:00
19860103_J060626.18+225941.6,F,F0,,F0,9575,kA6hA8mA9,7576.0,3.815,0.004,13.765,7575.0,,0.004,5.803,,,3032.0,J060626.18+225941.6,1986-01-03 14:47:00
19871218_J060612.19+225824.3,F,F0,,F0,9549,kA6hF0mA9,7457.0,4.055,-0.197,12.513,7920.0,4.3108,,1.596,1.9,9.02861,803.306,J060612.19+225824.3,1987-12-18 15:59:00
19861124_J060620.59+230724.4,F,F2,,F2,9565,kA8hF3mF3,6638.0,4.088,-0.165,15.094,6200.0,4.163,,1.497,1.19,2.98447,1391.27,J060620.59+230724.4,1986-11-24 18:47:00
19880215_J060509.03+230353.7,A,A6,IV,A6IV,9449,kA7hF1mF5,8143.0,3.808,-0.138,16.045,7373.0,3.789,,2.736,1.68,19.93609,3553.8701,J060509.03+230353.7,1988-02-15 13:43:00
19850107_J060508.82+231016.5,A,A7,V,A7V,9448,kA6hA8mA9,7548.0,4.257,0.004,14.456,7772.0,4.1805,-0.0993,1.825,1.84,10.94285,1514.0601,J060508.82+231016.5,1985-01-07 16:13:00
19831030_J055517.14+212133.2,F,F0,,F0,8718,kA7hF1mF1,7314.0,3.99,-0.034,14.949,7333.0,4.2913,-0.0119,1.526,1.66,6.06445,1887.8,J055517.14+212133.2,1983-10-30 18:45:00
19870304_J055249.52+211354.7,A,A2,IV,A2IV,8548,kA1hA3mA5,,,,12.864,9178.0,3.4425,,4.792,2.32,146.81181,2850.96,J055249.52+211354.7,1987-03-04 11:24:00
19870304_J055255.62+211936.0,A,A9,V,A9V,8555,kA8hF2mF6,6883.0,4.348,0.359,11.611,4929.0,,,9.517,,,1186.58,J055255.62+211936.0,1987-03-04 11:24:00
19870304_J055402.01+211947.5,A,A5,V,A5V,8637,kA1hA3mA6,8275.0,3.867,-0.109,14.038,7784.0,4.2557,,1.673,1.84,9.26274,1601.08,J055402.01+211947.5,1987-03-04 11:24:00
19830117_J055323.91+212335.4,F,F0,,F0,8592,kA7hF2mF3,7107.0,4.128,0.293,12.686,7123.0,4.174,0.29,1.704,1.58,6.73275,862.784,J055323.91+212335.4,1983-01-17 15:41:00
19870304_J055229.62+212329.5,A,A7,V,A7V,8525,kA6hA7mF0,7539.0,3.995,0.087,13.451,6920.0,3.9613,,2.128,1.51,9.35182,1169.4399,J055229.62+212329.5,1987-03-04 11:24:00
19850107_J055200.89+211949.5,A,A6,IV,A6IV,8485,kA3hA6mA8,8303.0,4.383,0.071,14.445,8271.0,4.2244,-0.2267,1.822,2.03,13.99482,1847.38,J055200.89+211949.5,1985-01-07 16:13:00
19870304_J055208.76+212505.3,A,A6,IV,A6IV,8494,kA3hA7mA8,,,,11.405,7804.0,,0.028,2.282,,,359.877,J055208.76+212505.3,1987-03-04 11:24:00
19830117_J055720.25+212819.1,A,A1,IV,A1IV,8842,kA1hA2mA3,,,,13.242,8345.0,4.1668,,1.961,2.06,16.80875,1061.62,J055720.25+212819.1,1983-01-17 15:01:00
19830117_J055657.65+213227.8,A,A7,V,A7V,8818,kA6hF0mF0,7386.0,4.173,-0.162,11.032,7378.0,4.0586,-0.153,2.006,1.68,10.74474,601.262,J055657.65+213227.8,1983-01-17 15:40:00
19831222_J055816.54+215926.7,A,A2,IV,A2IV,8915,kA1hA2mA3,,,,14.108,7865.0,4.0346,,2.182,1.88,16.40936,1743.76,J055816.54+215926.7,1983-12-22 15:47:00
19840111_J055520.35+215042.9,A,A1,IV,A1IV,8726,kA0hA3mA4,,,,14.907,9068.0,4.235,,1.912,2.29,22.26611,2360.24,J055520.35+215042.9,1984-01-11 14:26:00
19830130_J055444.14+220423.0,A,A7,V,A7V,8687,kA4hA9mF0,,,,10.491,7436.0,4.2549,,1.611,1.703,7.15144,338.01,J055444.14+220423.0,1983-01-30 12:55:00
19850107_J055740.01+221458.8,F,F0,,F0,8872,kA6hF0mF0,7258.0,4.06,-0.156,14.392,7262.0,4.4383,-0.154,1.28,1.64,4.10764,1141.5601,J055740.01+221458.8,1985-01-07 14:39:00
19900217_J055611.80+221805.9,A,A1,IV,A1IV,8777,kA1hA2mA3,,,,15.284,8269.0,4.1439,,1.999,2.03,16.83163,2546.8799,J055611.80+221805.9,1990-02-17 13:19:00
19830117_J055720.80+222434.7,A,A5,V,A5V,8843,kA2hA8mA9,,,,12.634,7592.0,4.226,0.278,1.693,1.76,8.5816,788.842,J055720.80+222434.7,1983-01-17 15:34:00
19840123_J055119.06+213102.3,F,F0,,F0,8426,kA7hF1mF2,,,,14.575,7095.0,,-0.103,,,,1487.27,J055119.06+213102.3,1984-01-23 14:00:00
19900217_J055218.35+214147.9,A,A2,IV,A2IV,8507,kA1hA2mA4,,,,14.125,7703.0,4.1414,,1.893,1.81,11.36712,1741.12,J055218.35+214147.9,1990-02-17 13:19:00
19831030_J055111.75+213800.9,A,A1,IV,A1IV,8421,kA1hA2mA3,,,,14.371,7892.0,3.9487,,2.415,1.89,20.38327,2279.04,J055111.75+213800.9,1983-10-30 18:45:00
19870304_J055230.04+215453.0,F,F0,,F0,8526,kA7hA9mF0,7349.0,4.038,-0.115,13.244,6952.0,4.2525,,1.527,1.52,4.90404,921.553,J055230.04+215453.0,1987-03-04 11:24:00
19830130_J055332.24+220425.1,A,A2,IV,A2IV,8601,kA1hA2mA3,,,,12.712,7993.0,3.9525,,2.43,1.93,21.70938,1197.95,J055332.24+220425.1,1983-01-30 12:47:00
19831221_J055220.64+215959.3,A,A5,V,A5V,8514,kA3hA7mA9,,,,13.313,7890.0,4.0138,0.3797,2.24,1.89,17.52929,1495.8,J055220.64+215959.3,1983-12-21 16:53:00
19840111_J055243.40+220343.6,A,A1,IV,A1IV,8541,kA1hA3mA4,,,,14.725,8805.0,4.1585,,2.051,2.21,22.77831,2566.6599,J055243.40+220343.6,1984-01-11 14:26:00
19831030_J055238.57+220432.2,F,F0,,F0,8536,kA4hA7mA8,7640.0,3.884,0.277,14.511,7635.0,4.3491,0.277,1.478,1.78,6.68976,1546.41,J055238.57+220432.2,1983-10-30 18:45:00
19840123_J055226.57+220420.2,A,A7,V,A7V,8523,kA5hA8mF0,7649.0,4.134,-0.123,15.26,7648.0,4.4245,-0.125,1.359,1.79,5.69159,1763.45,J055226.57+220420.2,1984-01-23 14:00:00
19870304_J054959.89+220815.4,A,A1,IV,A1IV,8343,kA1hA3mA5,,,,12.566,9337.0,3.8963,,2.873,2.37,56.50573,1677.74,J054959.89+220815.4,1987-03-04 11:24:00
19870304_J055151.46+221012.8,F,F0,,F0,8478,kA5hA8mA8,7192.0,4.08,-0.309,,,,,,,,,J055151.46+221012.8,1987-03-04 11:24:00
19831221_J055130.01+221511.4,F,F0,,F0,8444,kA4hA7mA8,6920.0,4.092,-0.388,13.942,6950.0,4.0799,-0.3897,1.862,1.52,7.28776,1275.66,J055130.01+221511.4,1983-12-21 14:58:00
19840123_J055126.38+221900.0,F,F0,,F0,8439,kA3hA7mF2,7111.0,3.92,0.302,15.024,7112.0,3.7497,0.302,2.776,1.58,17.7652,2479.1201,J055126.38+221900.0,1984-01-23 14:00:00
19840123_J055209.75+221643.0,A,A2,V,A2V,8496,kA2hA8mF2,,,,15.306,6089.0,,,8.355,,,4257.6001,J055209.75+221643.0,1984-01-23 14:00:00
19831221_J055152.56+221638.5,F,F0,,F0,8479,kA3hF5mF7,6156.0,4.465,-0.06,14.101,6622.0,,-0.0337,5.384,,,2712.45,J055152.56+221638.5,1983-12-21 16:53:00
19831221_J055122.74+223219.1,A,A5,V,A5V,8435,kA4hA6mA7,7771.0,4.033,-0.074,12.572,7773.0,4.0054,-0.0819,2.232,1.84,16.38538,1071.85,J055122.74+223219.1,1983-12-21 15:41:00
19860304_J055441.84+223317.7,A,A5,V,A5V,8682,kA3hA5mA7,8163.0,3.229,-0.338,11.363,8180.0,3.6277,-0.303,3.595,2.0,52.12501,1022.85,J055441.84+223317.7,1986-03-04 11:21:00
19830130_J055553.15+222341.2,F,F0,,F0,8761,kA5hA9mF1,7479.0,4.037,-0.03,12.63,7478.0,4.3042,-0.035,1.53,1.72,6.59531,706.95,J055553.15+222341.2,1983-01-30 12:55:00
19840111_J055502.54+224435.6,A,A1,IV,A1IV,8704,kA2hA4mA5,,,,14.783,7251.0,3.9788,,2.166,1.63,11.68829,1789.92,J055502.54+224435.6,1984-01-11 14:26:00
19850107_J055457.30+224804.6,A,A1,IV,A1IV,8700,kA1hA2mA3,,,,14.327,8481.0,3.8858,,2.743,2.11,35.07626,2054.1001,J055457.30+224804.6,1985-01-07 14:39:00
19830130_J055611.65+224659.0,A,A7,V,A7V,8776,kA2hA5mA8,7698.0,4.177,-0.179,13.204,7720.0,4.3854,-0.2076,1.433,1.82,6.575,870.022,J055611.65+224659.0,1983-01-30 12:59:00
19830130_J055335.40+224635.6,F,F0,,F0,8608,kA5hA7mA9,7304.0,3.956,-0.136,12.878,7282.0,4.207,-0.1509,1.671,1.64,7.07222,886.954,J055335.40+224635.6,1983-01-30 12:59:00
19860304_J055200.42+224041.9,F,F0,,F0,8484,kA7hF1mF2,7302.0,3.91,0.363,13.13,7307.0,4.2861,0.361,1.53,1.65,6.01183,858.505,J055200.42+224041.9,1986-03-04 11:21:00
19831030_J055253.79+225058.5,F,F0,,F0,8552,kA4hA3mA8,7047.0,4.15,-0.625,15.235,7040.0,3.9965,-0.6103,2.07,1.55,9.48283,1876.4399,J055253.79+225058.5,1983-10-30 18:45:00
19860304_J055504.96+225706.6,F,F0,,F0,8708,kA6hA9mF0,7397.0,4.024,0.202,11.12,7402.0,,0.204,2.158,,,542.34,J055504.96+225706.6,1986-03-04 11:21:00
19830130_J055530.95+225753.3,F,F0,,F0,8739,kA7hA9mF3,6583.0,4.107,-0.292,11.752,6571.0,3.5507,-0.297,3.239,1.36,17.62723,683.556,J055530.95+225753.3,1983-01-30 13:37:00
19900123_J060140.60+222514.7,F,F0,,F0,9145,kA6hF0mF0,7462.0,4.086,-0.211,15.807,9956.0,4.0324,,2.547,2.55,57.44142,3005.2,J060140.60+222514.7,1990-01-23 13:54:00
19831113_J060220.47+224359.4,A,A1,IV,A1IV,9207,kA1hA2mA3,,,,15.142,8137.0,4.2932,,1.663,1.98,10.91729,1945.41,J060220.47+224359.4,1983-11-13 18:06:00
19830130_J055845.57+222518.2,A,A6,IV,A6IV,8953,kA3hA5mA8,,,,11.705,8049.0,4.1426,,1.962,1.95,14.56044,740.188,J055845.57+222518.2,1983-01-30 12:55:00
19840106_J055758.89+223324.5,A,A1,IV,A1IV,8891,kA1hA2mA3,,,,14.656,7844.0,3.9973,,2.272,1.87,17.59858,1760.9399,J055758.89+223324.5,1984-01-06 14:11:00
19830130_J060014.18+230739.6,F,F0,,F0,9041,kA8hF2mF6,7186.0,4.021,-0.065,12.967,7168.0,3.8258,-0.0355,2.56,1.6,15.58681,1029.33,J060014.18+230739.6,1983-01-30 12:44:00
19850107_J060338.67+225152.2,A,A1,IV,A1IV,9314,kA1hA2mA4,,,,14.618,7809.0,4.0197,,2.202,1.85,16.24082,1850.9,J060338.67+225152.2,1985-01-07 14:39:00
19860103_J060223.29+225602.8,F,F0,,F0,9213,kA7hF0mF0,7390.0,4.067,0.011,13.864,7402.0,4.0192,0.01,2.106,1.69,11.99241,1228.33,J060223.29+225602.8,1986-01-03 14:47:00
19831018_J060241.09+230038.2,F,F0,,F0,9242,kA3hA7mF1,7342.0,4.15,0.155,12.94,7343.0,,0.155,1.79,,,786.966,J060241.09+230038.2,1983-10-18 20:44:00
19881203_J060145.75+230127.5,A,A6,IV,A6IV,9152,kA2hA7mA5,7877.0,3.954,-0.228,11.098,7956.0,3.9197,,2.51,1.91,22.74651,784.079,J060145.75+230127.5,1988-12-03 16:42:00
19831018_J060321.43+230817.6,F,F0,,F0,9286,kA3hF0mF1,7424.0,3.954,0.336,12.984,7436.0,4.3264,0.347,1.483,1.7,6.05583,859.26,J060321.43+230817.6,1983-10-18 19:40:00
19880117_J060225.79+230637.5,A,A2,V,A2V,9221,kA0hA2mA3,,,,,,,,,,,,J060225.79+230637.5,1988-01-17 14:04:00
19871212_J060427.07+231538.9,A,A7,V,A7V,9393,kA7hA8mF0,7649.0,4.106,0.0,11.473,7616.0,,-0.033,2.016,,,463.002,J060427.07+231538.9,1987-12-12 16:51:00
19871120_J060501.18+232002.7,A,A1,IV,A1IV,9434,kA1hA3mA5,,,,14.118,6819.0,3.7282,,2.745,1.47,14.68068,1702.51,J060501.18+232002.7,1987-11-20 18:33:00
19871120_J060455.96+232738.4,F,F2,,F2,9428,kA4hF5mF6,6234.0,4.558,-0.367,13.638,8462.0,3.9869,,2.436,2.1,27.41638,1889.12,J060455.96+232738.4,1987-11-20 18:33:00
19871218_J060317.55+231545.1,F,F0,,F0,9277,kA6hF2mF5,6636.0,4.179,0.117,14.168,6424.0,,0.025,1.945,,,,J060317.55+231545.1,1987-12-18 15:59:00
19881203_J060330.74+231943.7,A,A7,V,A7V,9300,kA3hA5mA8,7531.0,3.971,-0.049,,,,,,,,,J060330.74+231943.7,1988-12-03 16:42:00
19850107_J060131.01+230116.5,A,A5,V,A5V,9132,kA4hA6mA8,7950.0,4.083,-0.243,14.254,7949.0,4.299,-0.244,1.622,1.91,9.4643,1359.64,J060131.01+230116.5,1985-01-07 14:39:00
19881203_J060128.93+230314.4,A,A7,V,A7V,9128,kA6hA8mF5,7566.0,4.069,-0.162,13.341,7343.0,4.3049,,1.506,1.67,5.9438,948.408,J060128.93+230314.4,1988-12-03 16:42:00
19871222_J060150.70+230726.5,F,F0,,F0,9161,kA7hF1mF1,7184.0,4.076,-0.047,15.198,6837.0,3.6379,,3.056,1.48,18.39071,1925.65,J060150.70+230726.5,1987-12-22 15:48:00
19871212_J060221.83+231957.7,A,A2,V,A2V,9212,kA1hA2mA4,,,,15.042,7635.0,3.6602,,3.267,1.78,32.67616,2572.3701,J060221.83+231957.7,1987-12-12 16:51:00
19870105_J060145.01+231709.1,F,F0,,F0,9151,kA9hF2mF3,6871.0,4.143,-0.05,15.141,7605.0,4.2456,,1.66,1.77,8.30793,1335.79,J060145.01+231709.1,1987-01-05 16:21:00
19900123_J060117.04+233229.1,F,F0,,F0,9114,kA7hF0mF3,6594.0,4.081,-0.131,15.261,6248.0,4.0269,,1.766,1.21,4.28139,1404.6899,J060117.04+233229.1,1990-01-23 13:54:00
19861129_J060128.44+233608.4,F,F0,,F0,9127,kA6hF0mF1,7334.0,4.007,0.078,13.655,7356.0,4.3457,0.1105,1.437,1.67,5.4497,993.136,J060128.44+233608.4,1986-11-29 18:10:00
19831030_J060243.06+233210.6,A,A2,V,A2V,9244,kA0hA1mA3,,,,14.87,7428.0,,,6.985,,,4347.0698,J060243.06+233210.6,1983-10-30 18:33:00
